,Unnamed: 0,Cand_Name,Cand_Office_St,STATE,Cand_Office_Dist_x,Cand_Office_Dist_y,D,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,seat_transition,FEC ID#,GE WINNER INDICATOR,Combined totals,Combined %
3213,331,"CORWIN, JANE",NY,,26.0,26.0,,REP,2012.0,,27.9,DEM,0.73606116,0.0,0.26915,0.0,0.55,False,42679.0,500.0,,82.1,66087.42,68557.16,4.0,,,,
3214,332,"DAVIS, JACK",NY,,26.0,26.0,,REP,2012.0,,27.9,DEM,0.73606116,0.0,0.26915,1.0,0.55,False,42679.0,146.0,,82.1,66087.42,68557.16,4.0,,,,
3215,333,"MURPHY, IAN",NY,,26.0,26.0,,GRE,2012.0,,27.9,DEM,0.0,0.0,0.26915,1.0,0.55,False,42679.0,155.0,,82.1,,,4.0,,,,
3216,334,"NIXON, DOROLLO JR",NY,,26.0,26.0,,REP,2012.0,,27.9,DEM,0.73606116,0.0,0.26915,1.0,0.55,False,42679.0,500.0,,82.1,66087.42,68557.16,4.0,,,,
3217,335,"DECKER, ANDREW MICHAEL",NY,,28.0,28.0,,REP,2012.0,,,DEM,0.6492090229999999,0.0,,1.0,0.55,False,,28.0,,82.19333,26595.0,20298.0,4.0,,,,
3218,336,"PILLICH, CONNIE",OH,,1.0,1.0,,DEM,2012.0,,30.1,REP,0.45986959,0.0,0.27560999999999997,0.0,0.44,True,50069.0,160.0,,76.2,0.0,0.0,4.0,,,,
3219,337,"TAYLOR, WARREN BRUCE",OH,,6.0,6.0,,IND,2012.0,0.273733236,14.3,REP,0.0,0.0,0.044969999999999996,1.0,0.44,False,41783.0,500.0,,81.6,,,4.0,,,,
3220,338,"HOWARD, DAWNETTA N",OH,,7.0,7.0,,DEM,2012.0,,18.0,REP,0.32247278,0.0,0.0682,0.0,0.44,True,47805.0,500.0,,77.93684,915627.37,905262.98,4.0,,,,
3221,339,"FROST, ROBERT",OH,,10.0,10.0,,REP,2012.0,,26.4,REP,0.438730853,0.0,0.22588000000000005,1.0,0.44,False,44444.0,7.0,,71,1232450.03,1099374.82,3.0,,,,
3222,340,"GARDNER, MICHAEL",OH,,10.0,10.0,,DEM,2012.0,,26.4,REP,0.530519406,0.0,0.22588000000000005,1.0,0.44,True,44444.0,1.0,,71,581390.56,583102.05,3.0,,,,
3223,341,"GUARENTE, THOMAS A",OH,,10.0,10.0,,REP,2012.0,,26.4,REP,0.438730853,0.0,0.22588000000000005,1.0,0.44,False,44444.0,20.0,,71,1232450.03,1099374.82,3.0,,,,
3224,342,"KEVESDY, KENNETH MARK",OH,,10.0,10.0,,IND,2012.0,,26.4,REP,0.0,0.0,0.22588000000000005,1.0,0.44,False,44444.0,31.0,,71,,,3.0,,,,
3225,343,"TURNER, NINA",OH,,11.0,11.0,,DEM,2012.0,,25.1,REP,0.829299424,0.0,0.59539,0.0,0.44,True,31331.0,500.0,80.12,71.6,689197.47,711755.19,0.0,,,,
3226,344,"MEYER, LISA REGULA",OH,,13.0,13.0,,DEM,2012.0,,20.0,REP,0.557321987,0.0,0.15741,0.0,0.44,True,40492.0,6.0,,73.2,991384.96,983820.48,4.0,,,,
3227,345,"BOCCIERI, JOHN A",OH,,16.0,16.0,,DEM,2012.0,,30.7,REP,0.41262032299999996,0.0,0.06255,1.0,0.44,True,58526.0,6.0,,78.9,2523935.02,2553498.63,3.0,,,,
3228,346,"CORN, KENNETH RAY",OK,,2.0,2.0,,DEM,2012.0,,15.7,REP,0.565238287,0.0,0.32487,1.0,0.35,True,37184.0,31.0,,81.5,1220585.94,1200585.94,0.0,,,,
3229,347,"AHMED, SABA",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,0.0,0.46,True,60018.0,500.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3230,348,"AVAKIAN, BRAD",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,True,60018.0,123.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3231,349,"BRODHEAD, STEPHAN ANDREW",OR,,1.0,1.0,,REP,2012.0,0.476646556,37.1,DEM,0.42000294,0.0,0.19744,1.0,0.46,False,60018.0,500.0,,81.23333,24315.14,25251.97,0.0,,,,
3232,350,"CASTILLE, KALIKO",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,True,60018.0,500.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3233,351,"CORNILLES, ROBERT",OR,,1.0,1.0,,REP,2012.0,0.476646556,37.1,DEM,0.42000294,0.0,0.19744,1.0,0.46,False,60018.0,7.0,,81.23333,24315.14,25251.97,0.0,,,,
3234,352,"FOSTER, JAMES",OR,,1.0,1.0,,LIB,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,False,60018.0,5.0,,81.23333,,,0.0,,,,
3235,353,"GOBERMAN, PAVEL",OR,,1.0,1.0,,NNE,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,False,60018.0,500.0,,81.23333,,,0.0,,,,
3236,354,"GREENFIELD, JIM",OR,,1.0,1.0,,REP,2012.0,0.476646556,37.1,DEM,0.42000294,0.0,0.19744,1.0,0.46,False,60018.0,5.0,,81.23333,24315.14,25251.97,0.0,,,,
3237,355,"HAMMON, DOMINIC",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,True,60018.0,500.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3238,356,"LETTIN, ROBERT E.",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,True,60018.0,7.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3239,357,"RITTER, TODD LEE",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,True,60018.0,41.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3240,358,"STRITE, DAN",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,True,60018.0,12.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3241,359,"WITT, BRADLEY K",OR,,1.0,1.0,,DEM,2012.0,0.476646556,37.1,DEM,0.0,0.0,0.19744,1.0,0.46,True,60018.0,57.0,,81.23333,2488255.98,2280581.79,0.0,,,,
3242,360,"MATHIS, KEITH EDMOND",OR,,2.0,2.0,,REP,2012.0,0.388812779,22.1,DEM,0.7407746629999999,0.0,0.09815,1.0,0.46,False,42857.0,45.0,,77.8,2736873.41,2395607.96,4.0,,,,
3243,361,"VULLIET, CHARLES FRANCIS SR",OR,,2.0,2.0,,UNK,2012.0,0.388812779,22.1,DEM,0.0,0.0,0.09815,1.0,0.46,False,42857.0,23.0,,77.8,,,4.0,,,,
3244,362,"MOORE, JIMMIE SEE",PA,,1.0,1.0,,DEM,2012.0,,22.7,REP,1.0,0.0,0.51659,1.0,0.45,True,37127.0,500.0,,77.7,746273.09,870046.05,3.0,,,,
3245,363,"BOND, TANYA ELIZABETH DR REV",PA,,4.0,4.0,,DEM,2012.0,,24.1,REP,0.508135501,0.0,0.14284000000000002,1.0,0.45,True,55601.0,62.0,,78.2,86337.76,86337.76,0.0,,,,
3246,364,"MARCOCCIO, ROBERT JOSEPH",PA,,4.0,4.0,,IND,2012.0,,24.1,REP,0.0,0.0,0.14284000000000002,1.0,0.45,False,55601.0,7.0,,78.2,,,0.0,,,,
3247,365,"DAVIDSON, STEVEN ROBERT",PA,,8.0,8.0,,IND,2012.0,,35.0,REP,0.0,0.0,0.10897000000000001,1.0,0.45,False,76198.0,19.0,,75.6,,,0.0,,,,
3248,366,"SEDLOCK, ADAM C JR",PA,,9.0,9.0,,DEM,2012.0,,16.7,REP,0.0,0.0,0.055970000000000006,1.0,0.45,True,43796.0,36.0,,76.02632,,,4.0,,,,
3249,367,"CARNEY, CHRISTOPHER P",PA,,10.0,10.0,,DEM,2012.0,,19.6,REP,0.4482326820000001,0.0,0.06234,1.0,0.45,True,47535.0,2.0,,75.52381,190887.0,182351.28,4.0,,,,
3250,368,"KLEINMAN, NATHAN I",PA,,13.0,13.0,,DEM,2012.0,,31.5,REP,0.563415711,0.0,0.34507,1.0,0.45,True,53083.0,49.0,,76.5,2910725.48,1203040.91,4.0,,,,
3251,369,"TOWNE, JAKE",PA,,15.0,15.0,,IND,2012.0,,27.0,REP,0.0,0.0,0.14762,1.0,0.45,False,54376.0,500.0,,74.6,,,3.0,,,,
3252,370,"MALONEY, ERIC",PA,,19.0,19.0,,REP,2012.0,,,REP,0.0,0.0,,1.0,0.45,False,,14.0,,78.3,218610.5,250797.07,0.0,,,,
3253,371,"FERRER, HECTOR J",PR,,0.0,1.0,,DEM,2012.0,,,REP,0.0,0.0,,1.0,,True,19429.0,194.0,,character(0),,,,,,,
3254,372,"LOUGHLIN, JOHN",RI,,1.0,1.0,,REP,2012.0,,30.5,DEM,0.445458678,0.0,0.21151999999999999,1.0,0.58,False,50604.0,6.0,,76.57143,1528835.97,1477749.18,4.0,,,,
3255,373,"ST JOHN , JACK ANDREW JR",SC,,3.0,3.0,,REP,2012.0,,19.3,REP,0.62488862,0.0,0.22648000000000001,1.0,0.4,False,38807.0,6.0,,76,698727.84,598246.51,4.0,,,,
3256,374,"CHANDLER, MICHAEL",SC,,4.0,4.0,,IND,2012.0,0.429441356,28.0,REP,0.0,0.0,0.25625,1.0,0.4,False,43965.0,1.0,,73.3,,,0.0,,,,
3257,375,"HARWELL, DEBORAH B",SC,,7.0,7.0,,REP,2012.0,,19.2,REP,0.0,0.0,0.34149,0.0,0.4,False,37124.0,61.0,,75.5,1428114.25,1321360.17,,,,,
3258,376,"STEPHENS, GARY MONTGOMERY",SC,,7.0,7.0,,REP,2012.0,,19.2,REP,0.0,0.0,0.34149,1.0,0.4,False,37124.0,47.0,,75.5,1428114.25,1321360.17,,,,,
3259,377,"VIERS, LARKIN TAYLOR THADDEUS",SC,,7.0,7.0,,REP,2012.0,,19.2,REP,0.0,0.0,0.34149,0.0,0.4,False,37124.0,500.0,,75.5,1428114.25,1321360.17,,,,,
3260,378,"SMITH, ROBERT N.",TN,,1.0,1.0,,GRE,2012.0,0.407785059,17.9,REP,0.0,0.0,0.05363,1.0,0.37,False,37239.0,7.0,,77.3,,,4.0,,,,
3261,379,"TAYLOR-SHELBY, MARY",TN,,8.0,8.0,,IND,2012.0,0.241922892,27.2,REP,0.021964697000000002,0.0,0.23149,0.0,0.37,False,50260.0,15.0,,78.3,,,3.0,,,,
3262,380,"YOUNG, MARC STEVEN",TX,,0.0,13.0,,REP,2012.0,,,REP,0.0,0.0,,1.0,0.41,False,,89.0,,76.98947,742346.57,759161.55,0.0,,,,
3263,381,"MONK, ELDON DEAN",TX,,2.0,2.0,,IND,2012.0,,37.9,REP,0.0,0.0,0.27187,1.0,0.41,False,70434.0,500.0,,77.8,,,3.0,,,,
3264,382,"LINGENFELDER, JOHN JR.",TX,,3.0,3.0,,DEM,2012.0,,51.2,REP,0.0,0.0,0.27505,1.0,0.41,True,82152.0,6.0,,78.5,,,4.0,,,,
3265,383,"COOPER, JOHNNY RAY RAY",TX,,4.0,4.0,,REP,2012.0,,19.0,REP,0.731874644,0.0,0.17693,1.0,0.41,False,45112.0,88.0,,79,563641.45,598127.32,4.0,,,,
3266,384,"JOHNSON, JAMES KENNETH",TX,,4.0,4.0,,REP,2012.0,,19.0,REP,0.731874644,0.0,0.17693,1.0,0.41,False,45112.0,5.0,83.06,79,563641.45,598127.32,4.0,,,,
3267,385,"COZAD, DAVID EDWIN",TX,,6.0,6.0,,DEM,2012.0,,28.5,REP,0.311995177,0.0,0.29531999999999997,1.0,0.41,True,59024.0,4.0,,78.5,145117.41,135452.27,0.0,,,,
3268,386,"ROBINSON, PHILLIP SCOTT",TX,,6.0,6.0,,DEM,2012.0,,28.5,REP,0.311995177,0.0,0.29531999999999997,1.0,0.41,True,59024.0,71.0,100.00,78.5,145117.41,135452.27,0.0,,,,
3269,387,"HALL, ROY",TX,,8.0,8.0,,LIB,2012.0,,26.0,REP,0.024803704,0.0,0.16523,1.0,0.41,False,60600.0,125.0,58.37,79.13333,,,4.0,,,,
3270,388,"IRISH, CHRISTOPHER ARTHUR",TX,,8.0,8.0,,REP,2012.0,,26.0,REP,0.802674305,0.0,0.16523,1.0,0.41,False,60600.0,2.0,,79.13333,1385893.57,1268522.45,4.0,,,,
3271,389,"GRANT, DANIEL SCOTT",TX,,10.0,10.0,,DEM,2012.0,0.215917843,35.0,REP,0.330488779,0.0,0.21209,1.0,0.41,True,61710.0,12.0,,80.6,47567.98,51855.41,0.0,,,,
3272,390,"ULSTROM, JOHN ROY",TX,,11.0,11.0,,IND,2012.0,,18.5,REP,0.0,0.0,0.1134,1.0,0.41,False,48515.0,6.0,,80.35263,,,4.0,,,,
3273,391,"MCCUNE, WILLIAM E",TX,,12.0,12.0,,DEM,2012.0,,27.8,REP,0.251338962,0.0,0.19116,1.0,0.41,True,57652.0,9.0,,79.94762,10785.0,10784.0,4.0,,,,
3274,392,"DAY, TIMOTHY TERREL",TX,,14.0,14.0,,REP,2012.0,,22.0,REP,0.759902515,0.0,0.28413,1.0,0.41,False,51437.0,21.0,,79.9,1334236.07,1289706.28,0.0,,,,
3275,393,"FAULK, JOHN M SR.",TX,,14.0,14.0,,REP,2012.0,,22.0,REP,0.759902515,0.0,0.28413,1.0,0.41,False,51437.0,6.0,,79.9,1334236.07,1289706.28,0.0,,,,
3276,394,"HAWES, PAUL",TX,,14.0,14.0,,REP,2012.0,,22.0,REP,0.759902515,0.0,0.28413,1.0,0.41,False,51437.0,27.0,,79.9,1334236.07,1289706.28,0.0,,,,
3277,395,"PEREZ, BENJAMIN",TX,,15.0,15.0,,IND,2012.0,,17.5,REP,0.0,0.0,0.09999,1.0,0.41,False,39716.0,44.0,,79.3,,,0.0,,,,
3278,396,"DUHON, MAURICE EDWARD JR",TX,,18.0,18.0,,IND,2012.0,,18.7,REP,0.0,0.0,0.54642,1.0,0.41,False,37938.0,167.0,,79,,,4.0,,,,
3279,397,"MCDONALD, MICHAEL PEREZ",TX,,18.0,18.0,,DEM,2012.0,,18.7,REP,0.701510868,0.0,0.54642,1.0,0.41,True,37938.0,1.0,27.45,79,600450.89,554810.24,4.0,,,,
3280,398,"NEIDNER, JAMES",TX,,18.0,18.0,,REP,2012.0,,18.7,REP,0.272557925,0.0,0.54642,1.0,0.41,False,37938.0,5.0,,79,46944.69,43012.83,4.0,,,,
3281,399,"IDROGO, MICHAEL",TX,,20.0,20.0,,IND,2012.0,,22.2,REP,0.0,0.0,0.23935,1.0,0.41,False,45338.0,1.0,,80,,,0.0,,,,
3282,400,"JOHNSON, EZRA ALLEN",TX,,20.0,20.0,,DEM,2012.0,,22.2,REP,0.636166405,0.0,0.23935,1.0,0.41,True,45338.0,500.0,83.06,80,1494022.55,1346968.05,0.0,,,,
3283,401,"BLATT, DOUGLAS JAMES",TX,,22.0,22.0,,DEM,2012.0,,40.8,REP,0.29815150100000004,0.0,0.36871,1.0,0.41,True,82899.0,50.0,,80.23684,0.0,0.0,0.0,,,,
3284,402,"PELAEZ, MANUEL",TX,,23.0,23.0,,DEM,2012.0,,20.5,REP,0.444441511,0.0,0.15902,1.0,0.41,True,47525.0,150.0,,80.10476,1802829.59,1767937.79,3.0,,,,
3285,403,"STEPHENS, CRAIG T",TX,,23.0,23.0,,IND,2012.0,,20.5,REP,0.0,0.0,0.15902,1.0,0.41,False,47525.0,56.0,,80.10476,,,3.0,,,,
3286,404,"MCGEHEARTY, PATRICK  FABIAN",TX,,24.0,24.0,,DEM,2012.0,,42.4,REP,0.0,0.0,0.31758000000000003,1.0,0.41,True,61682.0,37.0,,80.2,6252.0,6176.46,4.0,,,,
3287,405,"CAMPBELL, DONNA DR.",TX,,25.0,25.0,,REP,2012.0,,33.6,REP,0.44835056799999995,0.0,0.16417,0.0,0.41,False,57180.0,64.0,,79.6,3102682.95,3035074.05,3.0,,,,
3288,406,"PRUYN, RALPH",TX,,25.0,25.0,,REP,2012.0,,33.6,REP,0.44835056799999995,0.0,0.16417,1.0,0.41,False,57180.0,171.0,,79.6,3102682.95,3035074.05,3.0,,,,
3289,407,"DANIELS, TRACY RAYMOND",TX,,26.0,26.0,,IND,2012.0,,39.3,REP,0.0,0.0,0.18767,1.0,0.41,False,75711.0,24.0,,80.5,,,0.0,,,,
3290,408,"CHAMBLESS, DALLAS RAY",TX,,27.0,27.0,,REP,2012.0,,18.2,REP,0.478437884,0.0,0.16132,1.0,0.41,False,47830.0,500.0,,79.2,1153105.4,1182936.31,3.0,,,,
3291,409,"DELEON, DONALD RAMON",TX,,27.0,27.0,,IND,2012.0,,18.2,REP,0.0,0.0,0.16132,1.0,0.41,False,47830.0,42.0,,79.2,,,3.0,,,,
3292,410,"FAULK, WILLIAM A JR",TX,,27.0,27.0,,REP,2012.0,,18.2,REP,0.478437884,0.0,0.16132,1.0,0.41,False,47830.0,9.0,,79.2,1153105.4,1182936.31,3.0,,,,
3293,411,"DE LAPAZ, DAVID WILLIAM",TX,,33.0,33.0,,DEM,2012.0,,8.7,REP,0.0,0.0,0.32006999999999997,1.0,0.41,True,33411.0,500.0,,76.98947,1219901.76,1198195.07,,,,,
3294,412,"LEE, AL",TX,,33.0,33.0,,REP,2012.0,,8.7,REP,0.0,0.0,0.32006999999999997,1.0,0.41,False,33411.0,126.0,,76.98947,12983.0,12983.0,,,,,
3295,413,"MITCHELL, MONTE MARK",TX,,33.0,33.0,,REP,2012.0,,8.7,REP,0.0,0.0,0.32006999999999997,1.0,0.41,False,33411.0,500.0,,76.98947,12983.0,12983.0,,,,,
3296,414,"STACY, JOHN WILLIAM",TX,,33.0,33.0,,REP,2012.0,,8.7,REP,0.0,0.0,0.32006999999999997,1.0,0.41,False,33411.0,6.0,,76.98947,12983.0,12983.0,,,,,
3297,415,"ROBERTS, MARVIN KIRBY",TX,,34.0,34.0,,REP,2012.0,,13.6,REP,0.0,0.0,0.1099,1.0,0.41,False,33529.0,172.0,,76.98947,101589.14,81634.3,,,,,
3298,416,"SHEARER, PATRICK",TX,,35.0,35.0,,DEM,2012.0,,16.1,REP,0.0,0.0,0.2825,1.0,0.41,True,38944.0,37.0,,76.98947,1744502.64,1977379.71,,,,,
3299,417,"MORENOFF, DAN",TX,,,,,REP,2012.0,,,REP,0.0,0.0,,1.0,0.41,False,,12.0,,76.98947,,,,,,,
3300,418,"BRADBURN, KURT",UT,,3.0,3.0,,REP,2012.0,,36.5,REP,0.723245991,0.0,0.08763,1.0,0.26,False,61943.0,180.0,,76.3,807594.7,830114.5,0.0,,,,
3301,419,"LARSEN, KEN",UT,,4.0,4.0,,LIB,2012.0,,26.4,REP,0.0,0.0,0.14293,1.0,0.26,False,58945.0,31.0,,76.58947,,,,,,,
3302,420,"GLEAN, JOSEPH A",VA,,0.0,,,NNE,2012.0,,,REP,0.0,0.0,,1.0,0.46,False,,11.0,,76.4,,,,,,,
3303,421,"DRAPER, XAVIAN LEIGH",VA,,3.0,3.0,,LIB,2012.0,,21.4,REP,0.0,0.0,0.64152,0.0,0.46,False,40022.0,500.0,,81.5,,,0.0,,,,
3304,422,"SMITH, CHUCK",VA,,3.0,3.0,,REP,2012.0,,21.4,REP,0.27211428600000004,0.0,0.64152,1.0,0.46,False,40022.0,23.0,,81.5,31059.9,29290.46,0.0,,,,
3305,423,"WILLIAMS, PEYTON RANDOLPH JR",VA,,5.0,5.0,,DEM,2012.0,0.37730185299999996,24.2,REP,0.470248475,0.0,0.25296,1.0,0.46,True,45288.0,500.0,,80.74737,1137903.75,1118272.05,0.0,,,,
3306,424,"HUNSICKER, DAVID E",VA,,7.0,7.0,,DEM,2012.0,,39.1,REP,0.341715703,0.0,0.22710999999999998,1.0,0.46,True,68910.0,4.0,,80.1,815546.24,800646.93,4.0,,,,
3307,425,"PHILLIPS, JAMES DIXON",VA,,7.0,7.0,,DEM,2012.0,,39.1,REP,0.341715703,0.0,0.22710999999999998,1.0,0.46,True,68910.0,5.0,,80.1,815546.24,800646.93,4.0,,,,
3308,426,"WAUGH , RICKARD ELIAN JR",VA,,7.0,7.0,,DEM,2012.0,,39.1,REP,0.341715703,0.0,0.22710999999999998,1.0,0.46,True,68910.0,500.0,,80.1,815546.24,800646.93,4.0,,,,
3309,427,"RADLE, ARTHUR WILLARD JR",VA,,8.0,8.0,,DEM,2012.0,,59.0,REP,0.611828273,0.0,0.36061,1.0,0.46,True,92918.0,127.0,,80,1102046.82,1170284.75,4.0,,,,
3310,428,"YEH, STEVEN ENG-MIN",VA,,11.0,11.0,,REP,2012.0,,53.0,REP,0.48859896,0.0,0.40249,1.0,0.46,False,98815.0,19.0,,81.3,549440.76,531423.6,0.0,,,,
3311,429,"ANDERS, GREG",WA,,1.0,1.0,,REP,2012.0,,39.0,DEM,0.42333296600000003,0.0,0.18520999999999999,1.0,0.51,False,77154.0,29.0,,81.34667,1194379.94,1181899.68,4.0,,,,
3312,430,"BERRY, BRIAN",WA,,1.0,1.0,,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,1.0,0.51,True,77154.0,8.0,1.77,81.34667,4420725.62,4496798.71,4.0,,,,
3313,431,"CHAMPION, BOB",WA,,1.0,1.0,,IP,2012.0,,39.0,DEM,0.0,0.0,0.18520999999999999,1.0,0.51,False,77154.0,7.0,1.61,81.34667,,,4.0,,,,
3314,432,"GERDES, STEVEN J.",WA,,1.0,1.0,,REP,2012.0,,39.0,DEM,0.42333296600000003,0.0,0.18520999999999999,1.0,0.51,False,77154.0,19.0,2.57,81.34667,1194379.94,1181899.68,4.0,,,,
3315,433,"GOODMAN, ROGER",WA,,1.0,1.0,,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,1.0,0.51,True,77154.0,92.0,,81.34667,4420725.62,4496798.71,4.0,,,,
3316,434,"HOLCOMB, BYRON J.",WA,,1.0,1.0,,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,1.0,0.51,True,77154.0,500.0,0.88,81.34667,4420725.62,4496798.71,4.0,,,,
3317,435,"LIIAS, MARKO MR",WA,,1.0,1.0,,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,1.0,0.51,True,77154.0,500.0,,81.34667,4420725.62,4496798.71,4.0,,,,
3318,436,"MORRISON, RUTH",WA,,1.0,1.0,,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,0.0,0.51,True,77154.0,196.0,1.22,81.34667,4420725.62,4496798.71,4.0,,,,
3319,437,"SULLIVAN, BRIAN",WA,,1.0,1.0,,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,1.0,0.51,True,77154.0,8.0,3.07,81.34667,4420725.62,4496798.71,4.0,,,,
3320,438,"WATKINS, JAMES",WA,,1.0,1.0,,REP,2012.0,,39.0,DEM,0.42333296600000003,0.0,0.18520999999999999,1.0,0.51,False,77154.0,5.0,,81.34667,1194379.94,1181899.68,4.0,,,,
3321,439,"UELMEN, ELIZABETH",WA,,3.0,3.0,,DEM,2012.0,0.327091136,22.3,DEM,0.47028112,0.0,0.12861,0.0,0.51,True,51248.0,12.0,,79.8,13478.0,13480.0,0.0,,,,
3322,440,"CLOUGH, JERAME V",WA,,4.0,4.0,,DEM,2012.0,0.23857868,19.1,DEM,0.323579299,0.0,0.23809,1.0,0.51,True,48473.0,500.0,,79.2,34202.03,30357.25,3.0,,,,
3323,441,"SAUERWEIN, ROBERT DALE",WA,,6.0,6.0,,REP,2012.0,0.49540095100000003,27.0,DEM,0.419607678,0.0,0.18442999999999998,1.0,0.51,False,52389.0,7.0,,77.8,1826276.31,1827360.58,4.0,,,,
3324,442,"WORZALA, DAVID JOHN",WI,,2.0,2.0,,DEM,2012.0,,37.1,REP,0.618127613,0.0,0.12657000000000002,1.0,0.49,True,56111.0,4.0,,72.49048,1143296.01,1090359.91,0.0,,,,
3325,443,"MOLLOHAN, ALAN B.",WV,,1.0,1.0,,DEM,2012.0,0.576315311,19.5,DEM,0.495997332,0.0,0.05087,1.0,0.31,True,38970.0,110.0,,76.9,188441.15,165530.8,4.0,,,,
3326,444,"OLIVERIO, MICHAEL ANGELO II",WV,,1.0,1.0,,DEM,2012.0,0.576315311,19.5,DEM,0.495997332,0.0,0.05087,1.0,0.31,True,38970.0,1.0,,76.9,188441.15,165530.8,4.0,,,,
3327,445,"SWISHER, DANIEL SCOTT",WV,,1.0,1.0,,REP,2012.0,0.576315311,19.5,DEM,0.5040026679999999,0.0,0.05087,1.0,0.31,False,38970.0,12.0,,76.9,2136064.83,1251707.03,4.0,,,,
3328,446,"GALES, TERRE L",AK,Alaska,0.0,1.0,0.0,REP,2012.0,,27.5,REP,0.693244792,0.0,0.33481,0.0,,False,67712.0,500.0,6.47,81.6,1003531.63,665974.39,4.0,H2AK00135,,,
3329,447,"GIANOUTSOS, TED",AK,Alaska,0.0,1.0,0.0,IND,2012.0,,27.5,REP,0.0,0.0,0.33481,1.0,,False,67712.0,181.0,,81.6,,,4.0,H2AK00176,,5589,0.01928544809595451
3330,448,"MCDERMOTT, JIM C",AK,Alaska,0.0,1.0,0.0,LIB,2012.0,,27.5,REP,0.0,0.0,0.33481,1.0,,False,67712.0,5.0,100.00,81.6,,,4.0,H2AK00143,,15028,0.05185573698085603
3331,449,"MOORE, MATTHEW EDWARD",AK,Alaska,0.0,1.0,0.0,DEM,2012.0,,27.5,REP,0.306755208,0.0,0.33481,1.0,,True,67712.0,10.0,22.73,81.6,19660.0,24388.0,4.0,H2AK00101,,,
3332,450,"URQUIDI, DOUGLAS C",AK,Alaska,0.0,1.0,0.0,DEM,2012.0,,27.5,REP,0.306755208,0.0,0.33481,1.0,,True,67712.0,50.0,3.19,81.6,19660.0,24388.0,4.0,H2AK00093,,,
3333,451,"VONDERSAAR, FRANK J",AK,Alaska,0.0,1.0,0.0,DEM,2012.0,,27.5,REP,0.306755208,0.0,0.33481,1.0,,True,67712.0,65.0,6.43,81.6,19660.0,24388.0,4.0,H4AK00057,,,
3334,452,"YOUNG, DONALD E",AK,Alaska,0.0,1.0,0.0,REP,2012.0,,27.5,REP,0.693244792,1.0,0.33481,1.0,,False,67712.0,42.0,78.59,81.6,1003531.63,665974.39,4.0,H6AK00045,W,185296,0.6393838594360326
3335,453,"BONNER, JOSIAH ROBIAS",AL,Alabama,1.0,1.0,1.0,REP,2012.0,0.390788721,21.2,REP,0.830414361,1.0,0.32177,1.0,0.36,False,41450.0,500.0,55.55,77.32667,1140566.63,1263168.28,1.0,H2AL01077,W,196374,0.9785624588889552
3336,454,"GOUNARES, PETER HUNTER",AL,Alabama,1.0,1.0,1.0,REP,2012.0,0.390788721,21.2,REP,0.830414361,0.0,0.32177,1.0,0.36,False,41450.0,55.0,4.40,77.32667,1140566.63,1263168.28,1.0,H0AL01030,,,
3337,455,"RIEHM, PETER (PETE) J A",AL,Alabama,1.0,1.0,1.0,REP,2012.0,0.390788721,21.2,REP,0.830414361,0.0,0.32177,1.0,0.36,False,41450.0,55.0,15.75,77.32667,1140566.63,1263168.28,1.0,H2AL01184,,,
3338,456,"YOUNG, LARRY DEAN JR",AL,Alabama,1.0,1.0,1.0,REP,2012.0,0.390788721,21.2,REP,0.830414361,0.0,0.32177,1.0,0.36,False,41450.0,58.0,24.30,77.32667,1140566.63,1263168.28,1.0,H2AL01176,,,
